"EventID","SeineLength","SeineWidth","SeineDepth","SeineVolume","TrapStatus","TrapHours"
4977,NA,NA,NA,NA,"Check",24.2
4983,NA,NA,NA,NA,"Check",24.75
4990,NA,NA,NA,NA,"Pull",24.5
4991,NA,NA,NA,NA,"Set",0
4992,NA,NA,NA,NA,"Check",23.35
4993,NA,NA,NA,NA,"Check",27.8166666666667
4994,NA,NA,NA,NA,"Check",20.5166666666667
4995,NA,NA,NA,NA,"Pull",24.0833333333333
4996,NA,NA,NA,NA,"Set",0
4998,NA,NA,NA,NA,"Check",24.25
5004,NA,NA,NA,NA,"Check",25.0833333333333
5009,NA,NA,NA,NA,"Check",23.9166666666667
5011,NA,NA,NA,NA,"Pull",25.8333333333333
5012,NA,NA,NA,NA,"Set",0
5014,NA,NA,NA,NA,"Check",23.5833333333333
5013,NA,NA,NA,NA,"Check",24.6666666666667
5025,NA,NA,NA,NA,"Check",24.9166666666667
5026,NA,NA,NA,NA,"Pull",20.7333333333333
5030,NA,NA,NA,NA,"Set",0
5028,NA,NA,NA,NA,"Check",23.8666666666667
5029,NA,NA,NA,NA,"Check",0
5027,NA,NA,NA,NA,"Check",24.25
5031,NA,NA,NA,NA,"Check",24.15
5032,NA,NA,NA,NA,"Pull",24.35
5033,NA,NA,NA,NA,"Set",0
5034,NA,NA,NA,NA,"Check",24.25
5035,NA,NA,NA,NA,"Check",24
5039,NA,NA,NA,NA,"Check",24.5
5040,NA,NA,NA,NA,"Pull",21.95
5038,NA,NA,NA,NA,"Set",0
5037,NA,NA,NA,NA,"Check",23.95
5036,NA,NA,NA,NA,"Check",24.25
5051,NA,NA,NA,NA,"Pull",22.45
5056,NA,NA,NA,NA,"Set",0
5055,NA,NA,NA,NA,"Check",24.6666666666667
5054,NA,NA,NA,NA,"Check",22.4166666666667
5053,NA,NA,NA,NA,"Pull",23.8333333333333
5052,NA,NA,NA,NA,"Set",0
5064,NA,NA,NA,NA,"Check",23.6666666666667
5065,NA,NA,NA,NA,"Check",22.1666666666667
5063,NA,NA,NA,NA,"Check",27.5666666666667
5062,NA,NA,NA,NA,"Pull",22.1833333333333
5074,NA,NA,NA,NA,"Set",0
5073,NA,NA,NA,NA,"Check",25
5072,NA,NA,NA,NA,"Check",21.6166666666667
5071,NA,NA,NA,NA,"Pull",23.8333333333333
5070,NA,NA,NA,NA,"Set",0
5069,NA,NA,NA,NA,"Check",25.8
5068,NA,NA,NA,NA,"Check",25.5
5067,NA,NA,NA,NA,"Check",20.9833333333333
5079,NA,NA,NA,NA,"Pull",25.2666666666667
5081,NA,NA,NA,NA,"Set",0
5080,NA,NA,NA,NA,"Check",23
5082,NA,NA,NA,NA,"Check",26
5083,NA,NA,NA,NA,"Check",22.6666666666667
5084,NA,NA,NA,NA,"Pull",25.25
5103,NA,NA,NA,NA,"Set",0
5102,NA,NA,NA,NA,"Check",24.25
5106,NA,NA,NA,NA,"Check",24.1666666666667
5119,NA,NA,NA,NA,"Check",23.9166666666667
5117,NA,NA,NA,NA,"Pull",23.9166666666667
5120,NA,NA,NA,NA,"Set",0
5146,NA,NA,NA,NA,"Check",25.5
5144,NA,NA,NA,NA,"Check",22.5
5137,NA,NA,NA,NA,"Check",22.75
5132,NA,NA,NA,NA,"Pull",26.5
5129,NA,NA,NA,NA,"Set",0
5149,NA,NA,NA,NA,"Check",25.5
5151,NA,NA,NA,NA,"Check",23.8333333333333
5153,NA,NA,NA,NA,"Pull",24.4166666666667
5155,NA,NA,NA,NA,"Set",0
5157,NA,NA,NA,NA,"Check",24.8333333333333
5159,NA,NA,NA,NA,"Check",24.7333333333333
5161,NA,NA,NA,NA,"Check",23.7666666666667
5163,NA,NA,NA,NA,"Pull",26
5171,NA,NA,NA,NA,"Set",0
5173,NA,NA,NA,NA,"Check",27.1666666666667
5176,NA,NA,NA,NA,"Check",22.0833333333333
5178,NA,NA,NA,NA,"Check",26.75
5179,NA,NA,NA,NA,"Pull",23.25
5181,NA,NA,NA,NA,"Set",0
5187,NA,NA,NA,NA,"Check",22.5333333333333
5195,NA,NA,NA,NA,"Check",26.25
5198,NA,NA,NA,NA,"Check",23.75
5199,NA,NA,NA,NA,"Pull",23.3333333333333
5201,NA,NA,NA,NA,"Set",0
5204,NA,NA,NA,NA,"Check",26.1666666666667
5206,NA,NA,NA,NA,"Check",25.8333333333333
5208,NA,NA,NA,NA,"Pull",23.3333333333333
5209,NA,NA,NA,NA,"Set",0
5212,NA,NA,NA,NA,"Check",25.55
5213,NA,NA,NA,NA,"Check",25.3666666666667
5216,NA,NA,NA,NA,"Check",24.5833333333333
5227,NA,NA,NA,NA,"Pull",22.6666666666667
5230,NA,NA,NA,NA,"Set",0
5232,NA,NA,NA,NA,"Check",25.5833333333333
5233,NA,NA,NA,NA,"Check",24.25
5237,NA,NA,NA,NA,"Check",23.0166666666667
5239,NA,NA,NA,NA,"Pull",24.9833333333333
5240,NA,NA,NA,NA,"Set",0
5246,NA,NA,NA,NA,"Check",25.9833333333333
5243,NA,NA,NA,NA,"Check",24.6666666666667
5251,NA,NA,NA,NA,"Check",24.5166666666667
5249,NA,NA,NA,NA,"Pull",23.25
5261,NA,NA,NA,NA,"Set",0
5263,NA,NA,NA,NA,"Check",23.8333333333333
5265,NA,NA,NA,NA,"Check",23.4166666666667
5270,NA,NA,NA,NA,"Check",28.4166666666667
5268,NA,NA,NA,NA,"Pull",18.1833333333333
5273,NA,NA,NA,NA,"Set",0
5272,NA,NA,NA,NA,"Check",28.75
5276,NA,NA,NA,NA,"Check",20.0833333333333
5277,NA,NA,NA,NA,"Check",28.6666666666667
5280,NA,NA,NA,NA,"Pull",23.8333333333333
5292,NA,NA,NA,NA,"Set",0
5294,NA,NA,NA,NA,"Check",24.3333333333333
5295,NA,NA,NA,NA,"Pull",24.5
5298,NA,NA,NA,NA,"Set",0
5303,NA,NA,NA,NA,"Check",26.4166666666667
5317,NA,NA,NA,NA,"Check",25.25
5313,NA,NA,NA,NA,"Pull",20.4166666666667
5316,NA,NA,NA,NA,"Set",0
5320,NA,NA,NA,NA,"Check",25.4166666666667
5322,NA,NA,NA,NA,"Check",22.0833333333333
5325,NA,NA,NA,NA,"Check",24.1166666666667
5327,NA,NA,NA,NA,"Pull",24.9666666666667
5328,NA,NA,NA,NA,"Set",0
5330,NA,NA,NA,NA,"Check",23.6666666666667
5332,NA,NA,NA,NA,"Check",28
5335,NA,NA,NA,NA,"Check",19.3333333333333
5339,NA,NA,NA,NA,"Pull",24.1666666666667
5336,NA,NA,NA,NA,"Set",0
5341,NA,NA,NA,NA,"Check",24.5833333333333
5343,NA,NA,NA,NA,"Check",28.1166666666667
5356,NA,NA,NA,NA,"Check",23.05
5353,NA,NA,NA,NA,"Pull",21.0333333333333
5358,NA,NA,NA,NA,"Set",0
5360,NA,NA,NA,NA,"Pull",23.95
5366,NA,NA,NA,NA,"Set",0
5368,NA,NA,NA,NA,"Check",20.95
5370,NA,NA,NA,NA,"Check",26.6833333333333
5373,NA,NA,NA,NA,"Check",24.4166666666667
5375,NA,NA,NA,NA,"Pull",22
5376,NA,NA,NA,NA,"Set",0
5377,NA,NA,NA,NA,"Check",28.8333333333333
5381,NA,NA,NA,NA,"Check",24.2166666666667
5378,NA,NA,NA,NA,"Pull",19.1
5382,NA,NA,NA,NA,"Set",0
5401,NA,NA,NA,NA,"Check",26.8333333333333
5400,NA,NA,NA,NA,"Check",23
5399,NA,NA,NA,NA,"Check",22.25
5394,NA,NA,NA,NA,"Pull",25
5413,NA,NA,NA,NA,"Set",0
5406,NA,NA,NA,NA,"Check",20.7166666666667
5404,NA,NA,NA,NA,"Check",24.75
5403,NA,NA,NA,NA,"Check",20
5407,NA,NA,NA,NA,"Pull",31.0833333333333
5409,NA,NA,NA,NA,"Set",0
5415,NA,NA,NA,NA,"Check",26.8333333333333
5424,NA,NA,NA,NA,"Check",21
5422,NA,NA,NA,NA,"Check",27.2333333333333
5420,NA,NA,NA,NA,"Pull",24.4333333333333
5418,NA,NA,NA,NA,"Set",0
5435,NA,NA,NA,NA,"Check",27.15
5439,NA,NA,NA,NA,"Check",25.15
5436,NA,NA,NA,NA,"Check",19.75
5441,NA,NA,NA,NA,"Pull",23.5
5502,NA,NA,NA,NA,"Set",0
5501,NA,NA,NA,NA,"Check",20.9166666666667
5508,NA,NA,NA,NA,"Check",24
5514,NA,NA,NA,NA,"Check",26.6833333333333
5515,NA,NA,NA,NA,"Pull",24.3166666666667
5516,NA,NA,NA,NA,"Set",0
5517,NA,NA,NA,NA,"Check",24.4333333333333
5518,NA,NA,NA,NA,"Check",20.3333333333333
5519,NA,NA,NA,NA,"Check",27.4166666666667
5520,NA,NA,NA,NA,"Pull",24.6166666666667
5521,NA,NA,NA,NA,"Set",0
5522,NA,NA,NA,NA,"Check",29.7666666666667
5523,NA,NA,NA,NA,"Check",18.85
5534,NA,NA,NA,NA,"Check",21.85
5535,NA,NA,NA,NA,"Pull",25.25
5536,NA,NA,NA,NA,"Set",0
5537,NA,NA,NA,NA,"Check",23.7833333333333
5538,NA,NA,NA,NA,"Check",26.2666666666667
5539,NA,NA,NA,NA,"Check",18.3166666666667
5540,NA,NA,NA,NA,"Pull",24.4166666666667
5550,NA,NA,NA,NA,"Set",0
5551,NA,NA,NA,NA,"Check",25.45
5552,NA,NA,NA,NA,"Check",22.5833333333333
5553,NA,NA,NA,NA,"Check",28.4666666666667
5554,NA,NA,NA,NA,"Pull",18.25
5556,NA,NA,NA,NA,"Check",23.2666666666667
5557,NA,NA,NA,NA,"Check",22.9
5558,NA,NA,NA,NA,"Check",29.4166666666667
5559,NA,NA,NA,NA,"Pull",19.5
5562,NA,NA,NA,NA,"Set",0
5563,NA,NA,NA,NA,"Check",21.35
5564,NA,NA,NA,NA,"Check",28.9333333333333
5574,NA,NA,NA,NA,"Check",19.65
5575,NA,NA,NA,NA,"Pull",24.4166666666667
5576,NA,NA,NA,NA,"Set",0
5577,NA,NA,NA,NA,"Check",21.4833333333333
5578,NA,NA,NA,NA,"Check",23.4166666666667
5579,NA,NA,NA,NA,"Pull",23.8333333333333
5580,NA,NA,NA,NA,"Set",0
5581,NA,NA,NA,NA,"Check",24.5
5582,NA,NA,NA,NA,"Check",26.6666666666667
5592,NA,NA,NA,NA,"Check",20.0833333333333
5593,NA,NA,NA,NA,"Pull",31
5594,NA,NA,NA,NA,"Set",0
5595,NA,NA,NA,NA,"Check",29.6166666666667
5596,NA,NA,NA,NA,"Pull",18.3333333333333
5597,NA,NA,NA,NA,"Set",0
5598,NA,NA,NA,NA,"Check",27.3333333333333
5599,NA,NA,NA,NA,"Check",21.6666666666667
5600,NA,NA,NA,NA,"Check",26.8666666666667
5601,NA,NA,NA,NA,"Pull",26.2166666666667
5602,NA,NA,NA,NA,"Set",0
5603,NA,NA,NA,NA,"Check",24.45
5604,NA,NA,NA,NA,"Check",20.7166666666667
5614,NA,NA,NA,NA,"Check",23.9166666666667
5615,NA,NA,NA,NA,"Pull",23.5833333333333
5616,NA,NA,NA,NA,"Set",0
5617,NA,NA,NA,NA,"Check",25.3333333333333
5618,NA,NA,NA,NA,"Check",21.9166666666667
5619,NA,NA,NA,NA,"Check",22.7166666666667
5620,NA,NA,NA,NA,"Pull",28.1166666666667
5621,NA,NA,NA,NA,"Set",0
5631,NA,NA,NA,NA,"Pull",22.6333333333333
5632,NA,NA,NA,NA,"Set",0
5633,NA,NA,NA,NA,"Pull",25.8666666666667
5634,NA,NA,NA,NA,"Set",0
5637,NA,NA,NA,NA,"Check",21.3166666666667
5639,NA,NA,NA,NA,"Check",22.2833333333333
5641,NA,NA,NA,NA,"Check",23.4666666666667
5647,NA,NA,NA,NA,"Pull",26.5833333333333
5654,NA,NA,NA,NA,"Set",0
5656,NA,NA,NA,NA,"Check",26.2833333333333
5658,NA,NA,NA,NA,"Check",19.8666666666667
5660,NA,NA,NA,NA,"Check",22.7
5662,NA,NA,NA,NA,"Pull",25.05
5664,NA,NA,NA,NA,"Set",0
5666,NA,NA,NA,NA,"Check",19.2
5668,NA,NA,NA,NA,"Check",23.75
5679,NA,NA,NA,NA,"Pull",28.9166666666667
5680,NA,NA,NA,NA,"Set",0
5683,NA,NA,NA,NA,"Check",25.6166666666667
5685,NA,NA,NA,NA,"Check",21.8166666666667
5687,NA,NA,NA,NA,"Check",24.3166666666667
5689,NA,NA,NA,NA,"Pull",26.9
5691,NA,NA,NA,NA,"Set",0
5693,NA,NA,NA,NA,"Check",23.1833333333333
5699,NA,NA,NA,NA,"Check",28.9833333333333
5706,NA,NA,NA,NA,"Check",22
5708,NA,NA,NA,NA,"Pull",26.1666666666667
5709,NA,NA,NA,NA,"Set",0
5711,NA,NA,NA,NA,"Check",21.6333333333333
5714,NA,NA,NA,NA,"Check",23.1666666666667
5715,NA,NA,NA,NA,"Check",24.5166666666667
5717,NA,NA,NA,NA,"Pull",24.6833333333333
5731,NA,NA,NA,NA,"Set",0
5726,NA,NA,NA,NA,"Check",26.3333333333333
6007,NA,NA,NA,NA,"Check",24.6833333333333
5732,NA,NA,NA,NA,"Pull",20.4833333333333
5735,NA,NA,NA,NA,"Set",0
5736,NA,NA,NA,NA,"Pull",25.15
5738,NA,NA,NA,NA,"Set",0
5739,NA,NA,NA,NA,"Check",22.6833333333333
5742,NA,NA,NA,NA,"Check",23.3
5753,NA,NA,NA,NA,"Check",28.2833333333333
5755,NA,NA,NA,NA,"Check",22.6166666666667
5756,NA,NA,NA,NA,"Pull",19.0833333333333
5758,NA,NA,NA,NA,"Set",0
5761,NA,NA,NA,NA,"Check",26.7
5762,NA,NA,NA,NA,"Check",23.65
5764,NA,NA,NA,NA,"Check",26.3333333333333
5767,NA,NA,NA,NA,"Pull",21.8333333333333
5768,NA,NA,NA,NA,"Set",0
5771,NA,NA,NA,NA,"Check",23.7166666666667
5772,NA,NA,NA,NA,"Check",20.6833333333333
5774,NA,NA,NA,NA,"Check",32.0333333333333
5787,NA,NA,NA,NA,"Pull",14.95
5789,NA,NA,NA,NA,"Set",0
5790,NA,NA,NA,NA,"Check",24.5333333333333
5793,NA,NA,NA,NA,"Pull",23.8166666666667
5794,NA,NA,NA,NA,"Set",0
5806,NA,NA,NA,NA,"Check",26.0666666666667
5807,NA,NA,NA,NA,"Check",21.8
5810,NA,NA,NA,NA,"Pull",26.4
5812,NA,NA,NA,NA,"Set",0
5815,NA,NA,NA,NA,"Check",24.0666666666667
5816,NA,NA,NA,NA,"Check",23.55
5819,NA,NA,NA,NA,"Check",28.5833333333333
6006,NA,NA,NA,NA,"Pull",20.5
5826,NA,NA,NA,NA,"Set",0
5833,NA,NA,NA,NA,"Check",22.6666666666667
5834,NA,NA,NA,NA,"Check",22.3333333333333
5838,NA,NA,NA,NA,"Check",26.95
5840,NA,NA,NA,NA,"Pull",23.0166666666667
5842,NA,NA,NA,NA,"Set",0
5844,NA,NA,NA,NA,"Check",23.4166666666667
5845,NA,NA,NA,NA,"Check",21.55
5848,NA,NA,NA,NA,"Check",29
5849,NA,NA,NA,NA,"Pull",20.5166666666667
5852,NA,NA,NA,NA,"Set",0
5863,NA,NA,NA,NA,"Check",22
5865,NA,NA,NA,NA,"Check",25.15
5867,NA,NA,NA,NA,"Check",24.6
5870,NA,NA,NA,NA,"Pull",21.9666666666667
5871,NA,NA,NA,NA,"Set",0
5874,NA,NA,NA,NA,"Check",24.3833333333333
5875,NA,NA,NA,NA,"Check",28.9166666666667
5877,NA,NA,NA,NA,"Check",19.1166666666667
5879,NA,NA,NA,NA,"Pull",24.25
5882,NA,NA,NA,NA,"Set",0
5883,NA,NA,NA,NA,"Check",25.0166666666667
5888,NA,NA,NA,NA,"Check",25.1166666666667
5899,NA,NA,NA,NA,"Check",20.1666666666667
5901,NA,NA,NA,NA,"Pull",25.1166666666667
5903,NA,NA,NA,NA,"Set",0
5904,NA,NA,NA,NA,"Check",27.9166666666667
5907,NA,NA,NA,NA,"Check",23.1166666666667
5908,NA,NA,NA,NA,"Check",22.0666666666667
5911,NA,NA,NA,NA,"Pull",24.8166666666667
5912,NA,NA,NA,NA,"Set",0
5913,NA,NA,NA,NA,"Check",27.8333333333333
5931,NA,NA,NA,NA,"Check",22.8333333333333
5921,NA,NA,NA,NA,"Pull",22.3333333333333
5929,NA,NA,NA,NA,"Set",0
5927,NA,NA,NA,NA,"Check",22.6666666666667
5932,NA,NA,NA,NA,"Check",27.6
5935,NA,NA,NA,NA,"Check",19.6166666666667
5941,NA,NA,NA,NA,"Pull",23.2166666666667
5939,NA,NA,NA,NA,"Set",0
5937,NA,NA,NA,NA,"Check",26.8666666666667
5943,NA,NA,NA,NA,"Check",20.9666666666667
5944,NA,NA,NA,NA,"Check",26.75
5946,NA,NA,NA,NA,"Pull",27
5954,NA,NA,NA,NA,"Set",0
5960,NA,NA,NA,NA,"Check",21.75
5961,NA,NA,NA,NA,"Check",23.5333333333333
5963,NA,NA,NA,NA,"Check",24.3
5966,NA,NA,NA,NA,"Pull",23.9
5967,NA,NA,NA,NA,"Set",0
5969,NA,NA,NA,NA,"Check",22.4166666666667
5972,NA,NA,NA,NA,"Check",25.7833333333333
5974,NA,NA,NA,NA,"Check",24.8833333333333
5975,NA,NA,NA,NA,"Pull",26.9333333333333
6017,NA,NA,NA,NA,"Set",0
6023,NA,NA,NA,NA,"Check",21.75
6028,NA,NA,NA,NA,"Check",26.3
6029,NA,NA,NA,NA,"Pull",18.9
6030,NA,NA,NA,NA,"Set",0
6031,NA,NA,NA,NA,"Check",23.5166666666667
6032,NA,NA,NA,NA,"Check",25.0333333333333
6033,NA,NA,NA,NA,"Check",20.4166666666667
6034,NA,NA,NA,NA,"Pull",22.35
6035,NA,NA,NA,NA,"Set",0
6036,NA,NA,NA,NA,"Check",24.1666666666667
6041,NA,NA,NA,NA,"Check",24.55
6048,NA,NA,NA,NA,"Check",24.9833333333333
6049,NA,NA,NA,NA,"Pull",22.5166666666667
6050,NA,NA,NA,NA,"Set",0
6051,NA,NA,NA,NA,"Check",28.35
6053,NA,NA,NA,NA,"Check",18.2833333333333
6054,NA,NA,NA,NA,"Pull",27.1166666666667
6055,NA,NA,NA,NA,"Set",0
6059,NA,NA,NA,NA,"Check",21.1666666666667
6066,NA,NA,NA,NA,"Check",27.55
6067,NA,NA,NA,NA,"Pull",22.2
6068,NA,NA,NA,NA,"Set",0
6069,NA,NA,NA,NA,"Check",23
6070,NA,NA,NA,NA,"Check",23.4166666666667
6071,NA,NA,NA,NA,"Check",23.5833333333333
6072,NA,NA,NA,NA,"Pull",27
6100,NA,NA,NA,NA,NA,NA
6099,NA,NA,NA,NA,NA,NA
6110,NA,NA,NA,NA,NA,NA
6111,NA,NA,NA,NA,NA,NA
6112,NA,NA,NA,NA,NA,NA
6113,NA,NA,NA,NA,NA,NA
6114,NA,NA,NA,NA,NA,NA
6115,NA,NA,NA,NA,NA,NA
6124,NA,NA,NA,NA,"Set",0
6125,NA,NA,NA,NA,"Check",24
6126,NA,NA,NA,NA,"Check",23.8833333333333
6127,NA,NA,NA,NA,"Check",26.6
6128,NA,NA,NA,NA,"Pull",23.4666666666667
6129,NA,NA,NA,NA,"Set",0
6130,NA,NA,NA,NA,"Check",25.3666666666667
6131,NA,NA,NA,NA,"Pull",23.3833333333333
6132,NA,NA,NA,NA,"Set",0
6133,NA,NA,NA,NA,"Check",26.7833333333333
6134,NA,NA,NA,NA,"Pull",20.2333333333333
6141,NA,NA,NA,NA,"Set",0
6143,NA,NA,NA,NA,"Check",23.1166666666667
6161,NA,NA,NA,NA,"Check",26.1666666666667
6159,NA,NA,NA,NA,"Check",20.9333333333333
6156,NA,NA,NA,NA,"Pull",24.3666666666667
6157,NA,NA,NA,NA,"Set",0
6163,NA,NA,NA,NA,"Check",24.6166666666667
6165,NA,NA,NA,NA,"Check",22.25
6166,NA,NA,NA,NA,"Check",21.3666666666667
6167,NA,NA,NA,NA,"Pull",23.0166666666667
6172,NA,NA,NA,NA,"Set",0
6174,NA,NA,NA,NA,"Check",26
6176,NA,NA,NA,NA,"Check",20.1833333333333
6177,NA,NA,NA,NA,"Pull",26.9833333333333
6179,NA,NA,NA,NA,"Set",0
6182,NA,NA,NA,NA,"Check",23.1666666666667
6184,NA,NA,NA,NA,"Check",24.7166666666667
6194,NA,NA,NA,NA,"Check",25.45
6196,NA,NA,NA,NA,"Pull",20.3333333333333
6198,NA,NA,NA,NA,"Set",0
6199,NA,NA,NA,NA,"Check",28.1666666666667
6201,NA,NA,NA,NA,"Check",21.15
6203,NA,NA,NA,NA,"Check",24.3666666666667
6206,NA,NA,NA,NA,"Pull",23.2166666666667
6208,NA,NA,NA,NA,"Set",0
6209,NA,NA,NA,NA,"Check",23.5833333333333
6211,NA,NA,NA,NA,"Check",24.1666666666667
6214,NA,NA,NA,NA,"Check",21.0833333333333
6216,NA,NA,NA,NA,"Pull",24.5
6220,NA,NA,NA,NA,"Check",26.3166666666667
6221,NA,NA,NA,NA,"Check",21.6333333333333
6224,NA,NA,NA,NA,"Pull",23.3
6226,NA,NA,NA,NA,"Set",0
6227,NA,NA,NA,NA,"Check",26.6333333333333
6259,NA,NA,NA,NA,"Check",24.8333333333333
6260,NA,NA,NA,NA,"Check",22.25
6261,NA,NA,NA,NA,"Pull",22.6666666666667
6237,NA,NA,NA,NA,"Set",0
6236,NA,NA,NA,NA,"Check",24.1
6233,NA,NA,NA,NA,"Check",22.9833333333333
6232,NA,NA,NA,NA,"Check",23.2666666666667
6229,NA,NA,NA,NA,"Pull",21.9166666666667
6274,NA,NA,NA,NA,"Set",0
6273,NA,NA,NA,NA,"Check",24.5833333333333
6271,NA,NA,NA,NA,"Check",26.6333333333333
6270,NA,NA,NA,NA,"Pull",20.8
6276,NA,NA,NA,NA,"Set",0
6239,NA,NA,NA,NA,"Pull",23.7833333333333
6241,NA,NA,NA,NA,"Set",0
6277,NA,NA,NA,NA,"Check",24.45
6284,NA,NA,NA,NA,"Check",25.7666666666667
6291,NA,NA,NA,NA,"Check",24.2833333333333
6294,NA,NA,NA,NA,"Pull",21.9
6296,NA,NA,NA,NA,"Set",0
6298,NA,NA,NA,NA,"Check",20.0333333333333
6299,NA,NA,NA,NA,"Pull",26.6333333333333
6302,NA,NA,NA,NA,"Set",0
6318,NA,NA,NA,NA,"Check",22.3166666666667
6317,NA,NA,NA,NA,"Check",25.3833333333333
6316,NA,NA,NA,NA,"Check",21.4666666666667
6330,NA,NA,NA,NA,"Pull",24.1666666666667
6329,NA,NA,NA,NA,"Set",0
6327,NA,NA,NA,NA,"Check",22.9333333333333
6326,NA,NA,NA,NA,"Check",24.2166666666667
6325,NA,NA,NA,NA,"Check",24.0666666666667
6331,NA,NA,NA,NA,"Pull",28.55
6334,NA,NA,NA,NA,"Set",0
6335,NA,NA,NA,NA,"Check",25.0166666666667
6348,NA,NA,NA,NA,"Check",24.65
6355,NA,NA,NA,NA,"Check",21.5
6354,NA,NA,NA,NA,"Pull",23.3
6352,NA,NA,NA,NA,"Set",0
6350,NA,NA,NA,NA,"Check",23.7333333333333
6363,NA,NA,NA,NA,"Check",24.3
6361,NA,NA,NA,NA,"Check",23.9166666666667
6359,NA,NA,NA,NA,"Pull",24.3333333333333
6358,NA,NA,NA,NA,"Set",0
6367,NA,NA,NA,NA,"Check",25.4166666666667
6370,NA,NA,NA,NA,"Check",25.0833333333333
6379,NA,NA,NA,NA,"Check",24
6383,NA,NA,NA,NA,"Pull",23.9166666666667
6385,NA,NA,NA,NA,"Set",0
6387,NA,NA,NA,NA,"Check",25.3166666666667
6391,NA,NA,NA,NA,"Check",24.4666666666667
6389,NA,NA,NA,NA,"Check",23.6333333333333
6393,NA,NA,NA,NA,"Pull",24.6166666666667
6394,NA,NA,NA,NA,"Set",0
6397,NA,NA,NA,NA,"Check",24.7166666666667
6400,NA,NA,NA,NA,"Check",21.0666666666667
6411,NA,NA,NA,NA,"Check",29.1666666666667
6409,NA,NA,NA,NA,"Pull",15.9833333333333
6416,NA,NA,NA,NA,"Set",0
6417,NA,NA,NA,NA,"Check",25.2666666666667
6418,NA,NA,NA,NA,"Check",22.5
6420,NA,NA,NA,NA,"Pull",25.3333333333333
6422,NA,NA,NA,NA,"Set",0
6424,NA,NA,NA,NA,"Check",26.05
6426,NA,NA,NA,NA,"Check",20.9166666666667
6428,NA,NA,NA,NA,"Check",25.3333333333333
6430,NA,NA,NA,NA,"Pull",22.6333333333333
6433,NA,NA,NA,NA,"Set",0
6434,NA,NA,NA,NA,"Check",24.3166666666667
6438,NA,NA,NA,NA,"Check",26.55
6451,NA,NA,NA,NA,"Check",22.0666666666667
6449,NA,NA,NA,NA,"Pull",22.6833333333333
6453,NA,NA,NA,NA,"Set",0
6463,NA,NA,NA,NA,"Check",27
6461,NA,NA,NA,NA,"Check",21.4
6465,NA,NA,NA,NA,"Pull",20.8833333333333
6468,NA,NA,NA,NA,"Set",0
6470,NA,NA,NA,NA,"Check",24.65
6473,NA,NA,NA,NA,"Check",24.5833333333333
6481,NA,NA,NA,NA,"Check",25.2
6485,NA,NA,NA,NA,"Pull",21.95
6488,NA,NA,NA,NA,"Set",0
6491,NA,NA,NA,NA,"Pull",23.75
6556,NA,NA,NA,NA,"Set",0
6561,NA,NA,NA,NA,"Check",26.5666666666667
6558,NA,NA,NA,NA,"Check",18.1333333333333
6532,NA,NA,NA,NA,"Pull",24.5833333333333
6533,NA,NA,NA,NA,"Set",0
6555,NA,NA,NA,NA,"Check",25.4
6554,NA,NA,NA,NA,"Check",22.1666666666667
6553,NA,NA,NA,NA,"Check",23.6666666666667
6552,NA,NA,NA,NA,"Pull",24.4166666666667
6534,NA,NA,NA,NA,"Set",0
6541,NA,NA,NA,NA,"Check",25.7
6547,NA,NA,NA,NA,"Check",19.4666666666667
6599,NA,NA,NA,NA,"Check",0.0833333333333333
6564,NA,NA,NA,NA,"Check",24
6565,NA,NA,NA,NA,"Pull",25.25
6598,NA,NA,NA,NA,NA,NA
6566,NA,NA,NA,NA,"Check",24
6576,NA,NA,NA,NA,"Check",23.5833333333333
6577,NA,NA,NA,NA,"Pull",22.75
6579,NA,NA,NA,NA,"Set",0
6581,NA,NA,NA,NA,"Check",20.0833333333333
6580,NA,NA,NA,NA,"Check",28.6666666666667
6582,NA,NA,NA,NA,"Check",23.5
6583,NA,NA,NA,NA,"Pull",21
6584,NA,NA,NA,NA,"Set",0
6585,NA,NA,NA,NA,"Check",23.5333333333333
6597,NA,NA,NA,NA,"Check",24.5666666666667
6587,NA,NA,NA,NA,"Check",24.6
6601,NA,NA,NA,NA,"Pull",21.8666666666667
6603,NA,NA,NA,NA,"Set",0
6604,NA,NA,NA,NA,"Check",24.8833333333333
6605,NA,NA,NA,NA,"Check",24.0166666666667
6606,NA,NA,NA,NA,"Check",22.8666666666667
6602,NA,NA,NA,NA,"Pull",23.1833333333333
6607,NA,NA,NA,NA,"Set",0
6608,NA,NA,NA,NA,"Check",25.35
6609,NA,NA,NA,NA,"Check",21
6618,NA,NA,NA,NA,"Check",24.2166666666667
6619,NA,NA,NA,NA,"Pull",25.9166666666667
6621,NA,NA,NA,NA,"Set",0
6622,NA,NA,NA,NA,"Pull",25.1833333333333
6623,NA,NA,NA,NA,"Set",0
6624,NA,NA,NA,NA,"Pull",25.9833333333333
6625,NA,NA,NA,NA,"Set",0
6656,NA,NA,NA,NA,"Check",22.8666666666667
6626,NA,NA,NA,NA,"Check",24.25
6628,NA,NA,NA,NA,"Check",22.15
6629,NA,NA,NA,NA,"Pull",26.9333333333333
6627,NA,NA,NA,NA,"Set",0
6640,NA,NA,NA,NA,"Check",24.4333333333333
6642,NA,NA,NA,NA,"Pull",20.3
6643,NA,NA,NA,NA,"Set",0
6644,NA,NA,NA,NA,"Check",25.1333333333333
6645,NA,NA,NA,NA,"Check",24.2
