"EventID","StationCode","Datetime","SampleDate","WaterTemp","SpecificConductance","Conductivity","Turbidity","DO","pH","Secchi","Tide","WeatherCode","VegetationRank","SubstrateCode","HabitatType","MicrocystisRank","MethodCode","GearCode","GearConditionCode","SampleAltered","FieldComments","Flag_WQ","Comment_WQ"
849,"PCS",2004-04-16 10:10:00,2004-04-16,17.6,NA,699,NA,NA,NA,0.19,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"2 STB (520 & 390) tagged and released","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
850,"PCS",2004-04-19 11:30:00,2004-04-19,16,NA,644,NA,NA,NA,0.2,NA,"CLD",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
851,"PCS",2004-04-21 09:50:00,2004-04-21,15.8,NA,586,NA,NA,NA,0.21,NA,"CLD",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
852,"PCS",2004-04-23 13:55:00,2004-04-23,18,NA,562,NA,NA,NA,0.19,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
853,"PCS",2004-04-26 11:50:00,2004-04-26,21.7,NA,616,NA,NA,NA,0.17,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
854,"PCS",2004-04-28 09:45:00,2004-04-28,23,NA,594,NA,NA,NA,0.2,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
855,"PCS",2004-04-30 09:45:00,2004-04-30,21,NA,567,NA,NA,NA,0.18,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
856,"PCS",2004-05-03 09:45:00,2004-05-03,22.8,NA,595,NA,NA,NA,0.17,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
857,"PCS",2004-05-05 11:45:00,2004-05-05,22,NA,642,NA,NA,NA,0.15,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
858,"PCS",2004-05-07 11:35:00,2004-05-07,21.9,NA,660,NA,NA,NA,0.22,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"4 AMS heads in trap, STB tagged","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
859,"PCS",2004-05-10 11:30:00,2004-05-10,21.5,NA,805,NA,NA,NA,0.23,NA,"CLD",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"4 AMS heads","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
860,"PCS",2004-05-12 11:10:00,2004-05-12,21,NA,752,NA,NA,NA,0.27,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
861,"PCS",2004-05-14 10:45:00,2004-05-14,23.5,NA,762,NA,NA,NA,0.19,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"1 AMS head","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
862,"PCS",2004-05-18 10:18:00,2004-05-18,20.7,NA,734,NA,NA,NA,0.19,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
863,"PCS",2004-05-19 14:55:00,2004-05-19,24.8,NA,733,NA,NA,NA,0.17,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
864,"PCS",2004-05-21 12:25:00,2004-05-21,22.3,NA,783,NA,NA,NA,0.23,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
865,"PCS",2004-05-24 10:35:00,2004-05-24,20.8,NA,754,NA,NA,NA,0.2,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"largest STB saved for tagging","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
866,"PCS",2004-05-26 09:15:00,2004-05-26,20.7,NA,693,NA,NA,NA,0.23,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
867,"PCS",2004-05-28 08:30:00,2004-05-28,19.6,NA,720,NA,NA,NA,0.18,NA,"CLD",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
868,"PCS",2004-06-01 09:59:00,2004-06-01,23.7,NA,749,NA,NA,NA,0.22,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"1 AMS head","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
869,"PCS",2004-06-02 09:40:00,2004-06-02,23.9,NA,754,NA,NA,NA,0.16,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
870,"PCS",2004-06-04 09:45:00,2004-06-04,23.6,NA,739,NA,NA,NA,0.23,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
871,"PCS",2004-06-07 09:20:00,2004-06-07,23,NA,542,NA,NA,NA,0.1,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
872,"PCS",2004-06-09 13:35:00,2004-06-09,NA,NA,NA,NA,NA,NA,0.21,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"YSI not functioning","NA,NA,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
873,"PCS",2004-06-11 09:30:00,2004-06-11,22.3,NA,572,NA,NA,NA,0.15,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
874,"PCS",2004-06-14 11:00:00,2004-06-14,24,NA,506,NA,NA,NA,0.14,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
875,"PCS",2004-06-16 09:20:00,2004-06-16,24.2,NA,438,NA,NA,NA,0.13,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
876,"PCS",2004-06-18 13:20:00,2004-06-18,24.9,NA,438,NA,NA,NA,0.12,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
877,"PCS",2004-06-22 11:30:00,2004-06-22,24,NA,368,NA,NA,NA,0.13,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
878,"PCS",2004-06-23 11:20:00,2004-06-23,23.8,NA,368,NA,NA,NA,0.15,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
879,"PCS",2004-06-25 09:50:00,2004-06-25,22.4,NA,383,NA,NA,NA,0.16,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
880,"PCS",2004-06-28 10:07:00,2004-06-28,23.3,NA,380,NA,NA,NA,0.1,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
881,"PCS",2004-06-30 10:18:00,2004-06-30,22.4,NA,312,NA,NA,NA,0.1,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
882,"PCS",2004-10-04 16:15:00,2004-10-04,NA,NA,NA,NA,NA,NA,NA,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"first set of the season, new trap","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA"
883,"PCS",2004-10-07 10:30:00,2004-10-07,19.3,NA,680,NA,NA,NA,0.21,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"1st trap check, 1 adult AMS head","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
884,"PCS",2004-10-08 13:30:00,2004-10-08,20,NA,512,NA,NA,NA,0.17,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"bk","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
885,"PCS",2004-10-12 10:05:00,2004-10-12,17.7,NA,304,NA,NA,NA,0.14,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
886,"PCS",2004-10-13 13:30:00,2004-10-13,18.8,NA,306,NA,NA,NA,0.14,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
887,"PCS",2004-10-15 10:30:00,2004-10-15,17.7,NA,318,NA,NA,NA,0.15,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
888,"PCS",2004-10-18 10:30:00,2004-10-18,NA,NA,NA,NA,NA,NA,0.14,NA,"CLD",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"YSI not available","NA,NA,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
889,"PCS",2004-10-20 09:50:00,2004-10-20,15.6,NA,224,NA,NA,NA,0.14,NA,"CLD",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"set temp. logger","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
890,"PCS",2004-10-22 13:05:00,2004-10-22,17.8,NA,338,NA,NA,NA,0.13,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
891,"PCS",2004-10-25 10:45:00,2004-10-25,NA,NA,NA,NA,NA,NA,0.15,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"No YSI      CHN; SMSCG00115; V-Tag:6664, code 1374","NA,NA,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
892,"PCS",2004-10-27 11:05:00,2004-10-27,14.7,NA,511,NA,NA,NA,0.18,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
893,"PCS",2004-10-29 09:00:00,2004-10-29,13.9,NA,644,NA,NA,NA,0.26,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
894,"PCS",2004-11-01 10:30:00,2004-11-01,13.3,NA,840,NA,NA,NA,0.3,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
895,"PCS",2004-11-03 09:40:00,2004-11-03,13.2,NA,847,NA,NA,NA,0.23,NA,"RAN",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
896,"PCS",2004-11-05 16:15:00,2004-11-05,15.4,NA,800,NA,NA,NA,0.2,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
897,"PCS",2004-11-08 12:00:00,2004-11-08,13.5,NA,676,NA,NA,NA,0.28,NA,"CLD",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
898,"PCS",2004-11-10 09:20:00,2004-11-10,13.3,NA,748,NA,NA,NA,0.29,NA,"CLD",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
899,"PCS",2004-11-12 10:30:00,2004-11-12,13.9,NA,767,NA,NA,NA,0.27,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
900,"PCS",2004-11-15 10:25:00,2004-11-15,14,NA,682,NA,NA,NA,0.21,NA,"CLD",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
901,"PCS",2004-11-17 09:55:00,2004-11-17,13.9,NA,652,NA,NA,NA,0.21,NA,"FOG",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
902,"PCS",2004-11-19 11:00:00,2004-11-19,13.7,NA,657,NA,NA,NA,0.23,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
903,"PCS",2004-11-22 10:55:00,2004-11-22,11.3,NA,702,NA,NA,NA,0.18,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
904,"PCS",2004-11-24 12:35:00,2004-11-24,11.4,NA,704,NA,NA,NA,0.28,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
905,"PCS",2004-11-26 12:30:00,2004-11-26,10.6,NA,690,NA,NA,NA,0.37,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
906,"PCS",2004-11-29 11:00:00,2004-11-29,9.3,NA,718,NA,NA,NA,0.28,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
907,"PCS",2004-12-01 11:50:00,2004-12-01,8.6,NA,672,NA,NA,NA,0.28,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
908,"PCS",2004-12-03 11:50:00,2004-12-03,7.8,NA,729,NA,NA,NA,0.34,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
909,"PCS",2004-12-07 12:00:00,2004-12-07,7.7,NA,673,NA,NA,NA,0.29,NA,"CLD",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
910,"PCS",2004-12-08 14:15:00,2004-12-08,8.9,NA,709,NA,NA,NA,0.22,NA,"CLD",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
911,"PCS",2004-12-10 10:00:00,2004-12-10,11.2,NA,722,NA,NA,NA,0.24,NA,"CLD",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
912,"PCS",2004-12-13 10:00:00,2004-12-13,11.9,NA,556,NA,NA,NA,0.19,NA,"CLD",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
913,"PCS",2004-12-15 11:00:00,2004-12-15,12.2,NA,584,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
914,"PCS",2004-12-17 12:10:00,2004-12-17,11.6,NA,623,NA,NA,NA,0.23,NA,"FOG",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
915,"PCS",2004-12-20 11:45:00,2004-12-20,9.1,NA,727,NA,NA,NA,0.25,NA,"FOG",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
916,"PCS",2004-12-22 11:30:00,2004-12-22,8.8,NA,747,NA,NA,NA,0.24,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
917,"PCS",2004-12-24 10:30:00,2004-12-24,7.7,NA,750,NA,NA,NA,0.34,NA,"FOG",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
918,"PCS",2004-12-27 12:04:00,2004-12-27,7.7,NA,769,NA,NA,NA,0.24,NA,"RAN",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
919,"PCS",2004-12-29 13:50:00,2004-12-29,9.7,NA,650,NA,NA,NA,0.12,NA,"CLD",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
920,"PCS",2004-12-31 10:10:00,2004-12-31,9.7,NA,338,NA,NA,NA,0.08,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
921,"PCS",2005-01-03 13:25:00,2005-01-03,NA,NA,NA,NA,NA,NA,NA,NA,"RAN",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA"
922,"PCS",2005-01-05 14:15:00,2005-01-05,8.3,NA,348,NA,NA,NA,0.1,NA,"CLD",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
923,"PCS",2005-01-07 14:20:00,2005-01-07,8.6,NA,264,NA,NA,NA,0.15,NA,"RAN",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
924,"PCS",2005-01-10 11:00:00,2005-01-10,8.2,NA,401,NA,NA,NA,0.17,NA,"CLD",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
925,"PCS",2005-01-12 11:10:00,2005-01-12,7.7,NA,396,NA,NA,NA,0.15,NA,"CLD",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
926,"PCS",2005-01-14 14:50:00,2005-01-14,8.7,NA,381,NA,NA,NA,0.17,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
927,"PCS",2005-01-18 15:00:00,2005-01-18,8.2,NA,386,NA,NA,NA,0.21,NA,"CLD",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
928,"PCS",2005-01-19 14:00:00,2005-01-19,8.4,NA,395,NA,NA,NA,0.14,NA,"CLD",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
929,"PCS",2005-01-21 13:30:00,2005-01-21,8.6,NA,439,NA,NA,NA,0.21,NA,"CLD",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
930,"PCS",2005-01-24 14:00:00,2005-01-24,8.6,NA,522,NA,NA,NA,0.24,NA,"CLD",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
931,"PCS",2005-01-26 11:00:00,2005-01-26,9.9,NA,562,NA,NA,NA,0.16,NA,"RAN",NA,NA,NA,NA,"FKTR","FKTR",2,NA,"trap stuck in shallow water","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
932,"PCS",2005-01-28 10:10:00,2005-01-28,10.5,NA,609,NA,NA,NA,0.16,NA,"CLD",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
933,"PCS",2005-01-31 10:30:00,2005-01-31,10.8,NA,440,NA,NA,NA,0.12,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
934,"PCS",2005-02-02 10:48:00,2005-02-02,10.5,NA,489,NA,NA,NA,0.14,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"SPLT taken to pond","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
935,"PCS",2005-02-04 12:35:00,2005-02-04,11.6,NA,534,NA,NA,NA,0.2,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"SPLT taken to pond","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
936,"PCS",2005-02-07 10:00:00,2005-02-07,12.2,NA,610,NA,NA,NA,0.16,NA,"CLD",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"WHC 483mm radio tagged 148024","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
1067,"PCS",2005-02-09 10:45:00,2005-02-09,12.3,NA,670,NA,NA,NA,0.21,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"some WST taken to UCD","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
1068,"PCS",2005-02-11 10:05:00,2005-02-11,12.1,NA,728,NA,NA,NA,0.22,NA,"CLD",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
1069,"PCS",2005-02-14 10:30:00,2005-02-14,12.8,NA,753,NA,NA,NA,0.23,NA,"CLD",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
1070,"PCS",2005-02-16 10:00:00,2005-02-16,12.4,NA,364,NA,NA,NA,0.24,NA,"RAN",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"SPLT taken to pond","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
1071,"PCS",2005-02-18 10:30:00,2005-02-18,12.5,NA,753,NA,NA,NA,0.19,NA,"CLD",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"SPLT taken to pond","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
1072,"PCS",2005-02-22 10:00:00,2005-02-22,13,NA,435,NA,NA,NA,0.19,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
1073,"PCS",2005-02-23 10:20:00,2005-02-23,13.4,NA,395,NA,NA,NA,0.08,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"all SPLT sent to study pond, 5 radio tagged","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
1074,"PCS",2005-02-25 09:50:00,2005-02-25,13.7,NA,459,NA,NA,NA,0.14,NA,"CLD",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"3 SPLT total taken to pond, 2 were tagged","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
1075,"PCS",2005-02-28 10:20:00,2005-02-28,13.9,NA,586,NA,NA,NA,0.2,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"SPLT: 4 tagged-1 died, 2 released, remainder taken","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
1076,"PCS",2005-03-02 08:45:00,2005-03-02,13.9,NA,623,NA,NA,NA,0.16,NA,"CLD",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"All SPLT taken to pond, 2 tagged","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
1077,"PCS",2005-03-04 10:15:00,2005-03-04,14.2,NA,572,NA,NA,NA,0.17,NA,"RAN",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"all SPLT taken to pond","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
1078,"PCS",2005-03-07 11:50:00,2005-03-07,16.9,NA,669,NA,NA,NA,0.18,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
1079,"PCS",2005-03-09 10:30:00,2005-03-09,19.2,NA,624,NA,NA,NA,0.19,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
1080,"PCS",2005-03-11 10:30:00,2005-03-11,19.3,NA,762,NA,NA,NA,0.24,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
1081,"PCS",2005-03-14 08:45:00,2005-03-14,17.2,NA,806,NA,NA,NA,0.24,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
1082,"PCS",2005-03-16 10:40:00,2005-03-16,16.7,NA,865,NA,NA,NA,0.22,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
1083,"PCS",2005-03-17 09:10:00,2005-03-17,15.2,NA,884,NA,NA,NA,0.23,NA,"CLD",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
1084,"PCS",2005-03-21 09:50:00,2005-03-21,15,NA,879,NA,NA,NA,0.26,NA,"CLR",NA,NA,NA,NA,"FKTR","FKTR",1,NA,"","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA"
