"SalmGeneticRowID","FishGenID","GeneticID","Probability1","GeneticID2","Probability2","Comments_Salmon","Comments_SalmonDataUsage"
1335,"2017Ad_plus-F_795","Fall",0.9995,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1336,"2017Ad_plus-F_796","Fall",0.9751,"LateFall",0.0249,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1337,"2017Ad_plus-F_797","Fall",0.9806,"LateFall",0.0193,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1338,"2017Ad_plus-F_798","Fall",0.6794,"LateFall",0.3206,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1339,"2017Ad_plus-F_799","Fall",0.9397,"LateFall",0.0603,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1340,"2017Ad_plus-F_800","Fall",0.9993,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1341,"2017Ad_plus-F_801","Fall",0.4921,"LateFall",0.4785,"3rd: S. Prob: .0293","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1342,"2017Ad_plus-F_802","Fall",0.4921,"LateFall",0.4785,"3rd: S. Prob: .0293","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1343,"2017Ad_plus-F_826","LateFall",0.7087,"Spring",0.2394,"3rd: F. Prob: .0519","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1344,"2017Ad_plus-F_827","LateFall",0.6698,"Fall",0.3302,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1345,"2017Ad_plus-F_828","Fall",0.762,"LateFall",0.2377,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1346,"2017Ad_plus-F_829","Fall",0.6901,"LateFall",0.2954,"3rd: S. Prob: .0145","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1347,"2017Ad_plus-F_830","Fall",0.9992,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1348,"2017Ad_plus-F_831","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1349,"2017Ad_plus-F_832","Fall",0.9092,"LateFall",0.0667,"3rd: S. Prob: .024","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1350,"2017Ad_plus-F_833","Fall",0.9986,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1351,"2017Ad_plus-F_834","LateFall",0.9523,"Fall",0.0477,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1352,"2017Ad_plus-F_835","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1353,"2017Ad_plus-F_836","Fall",0.9833,"LateFall",0.0167,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1354,"2017Ad_plus-F_837","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1355,"2017Ad_plus-F_838","Spring",0.9582,"Fall",0.041,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1356,"2017Ad_plus-F_839","Fall",0.9996,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1357,"2017Ad_plus-F_840","Fall",0.9992,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1358,"2017Ad_plus-F_841","Fall",0.922,"LateFall",0.078,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1359,"2017Ad_plus-F_842","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1360,"2017Ad_plus-F_843","Fall",0.9958,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1361,"2017Ad_plus-F_848","Fall",0.9987,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1362,"2017Ad_plus-F_849","Fall",0.9996,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1363,"2017Ad_plus-F_850","Fall",0.9985,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1364,"2017Ad_plus-F_851","Fall",0.5065,"LateFall",0.4933,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1365,"2017Ad_plus-F_852","Fall",0.9572,"LateFall",0.0428,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1366,"2017Ad_plus-F_853","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1367,"2017Ad_plus-F_854","Fall",0.999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1368,"2017Ad_plus-F_855","LateFall",0.7527,"Fall",0.247,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1369,"2017Ad_plus-F_856","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1370,"2017Ad_plus-F_857","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1371,"2017Ad_plus-F_858","Fall",0.9865,"LateFall",0.0135,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1372,"2017Ad_plus-F_859","Fall",0.9772,"LateFall",0.0227,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1373,"2017Ad_plus-F_860","Fall",0.9988,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1374,"2017Ad_plus-F_861","Fall",0.9299,"LateFall",0.0701,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1375,"2017Ad_plus-F_862","Fall",0.9995,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1376,"2017Ad_plus-F_863","Fall",0.9749,"LateFall",0.0251,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1377,"2017Ad_plus-F_864","Fall",0.9527,"LateFall",0.0473,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1378,"2017Ad_plus-F_865","Fall",0.9272,"Spring",0.0728,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1379,"2017Ad_plus-F_866","Fall",0.9993,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1380,"2017Ad_plus-F_867","Fall",0.9994,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1381,"2017Ad_plus-F_868","Fall",0.9991,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1382,"2017Ad_plus-F_869","Fall",0.9997,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1383,"2017Ad_plus-F_870","Fall",0.9907,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1384,"2017Ad_plus-F_871","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1385,"2017Ad_plus-F_872","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1386,"2017Ad_plus-F_873","Fall",0.9299,"LateFall",0.0701,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1387,"2017Ad_plus-F_874","Fall",0.9089,"Spring",0.091,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1388,"2017Ad_plus-F_875","Fall",0.9959,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1389,"2017Ad_plus-F_876","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1390,"2017Ad_plus-F_877","Fall",0.9998,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1391,"2017Ad_plus-F_878","Fall",0.9648,"LateFall",0.0352,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1392,"2017Ad_plus-F_879","Fall",0.9994,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1393,"2017Ad_plus-F_880","Fall",0.9998,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1394,"2017Ad_plus-F_881","Fall",0.9804,"LateFall",0.0194,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1395,"2017Ad_plus-F_882","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1396,"2017Ad_plus-F_883","Spring",0.6566,"LateFall",0.26618,"3rd: F. Prob: .0816","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1397,"2017Ad_plus-F_884","Spring",0.833,"LateFall",0.1308,"3rd: F. Prob: .0363","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1398,"2017Ad_plus-F_885","Fall",0.993,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1399,"2017Ad_plus-F_886","Fall",0.95,"LateFall",0.05,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1400,"2017Ad_plus-F_887","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1401,"2017Ad_plus-F_888","Fall",0.9842,"LateFall",0.0158,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1402,"2017Ad_plus-F_889","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1403,"2017Ad_plus-F_890","Fall",0.9986,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1404,"2017Ad_plus-F_891","Fall",0.9997,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1405,"2017Ad_plus-F_892","Fall",0.9967,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1406,"2017Ad_plus-F_893","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1407,"2017Ad_plus-F_894","Fall",0.9988,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1408,"2017Ad_plus-F_895","Fall",0.9997,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1409,"2017Ad_plus-F_896","Fall",0.9897,"LateFall",0.0103,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1410,"2017Ad_plus-F_897","Fall",0.9586,"LateFall",0.0414,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1411,"2017Ad_plus-F_898","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1412,"2017Ad_plus-S_001","Fall",0.9991,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1413,"2017Ad_plus-S_002","LateFall",0.543,"Fall",0.457,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1414,"2017Ad_plus-S_003","Fall",0.9712,"Spring",0.0286,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1415,"2017Ad_plus-S_004","Fall",0.7134,"LateFall",0.2857,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1416,"2017Ad_plus-S_005","Fall",0.8847,"Spring",0.1129,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1417,"2017Ad_plus-S_006","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1418,"2017Ad_plus-S_007","Fall",0.9995,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1419,"2017Ad_plus-S_008","Spring",0.9986,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1420,"2017Ad_plus-S_009","Fall",0.9978,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1421,"2017Ad_plus-S_010","Fall",0.9865,"Spring",0.0135,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1422,"2017Ad_plus-S_011","Fall",0.9868,"Spring",0.0071,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1423,"2017Ad_plus-S_012","Fall",0.9954,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1424,"2017Ad_plus-S_013","Fall",0.9888,"LateFall",0.0112,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1425,"2017Ad_plus-S_014","LateFall",0.9358,"Fall",0.0642,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1426,"2017Ad_plus-S_015","Fall",0.9997,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1427,"2017Ad_plus-S_016","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1428,"2017Ad_plus-S_017","Fall",0.998,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1429,"2017Ad_plus-S_018","LateFall",0.9865,"Fall",0.0134,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1430,"2017Ad_plus-S_019","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1431,"2017Ad_plus-S_020","LateFall",0.5008,"Fall",0.4978,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1432,"2017Ad_plus-S_021","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1433,"2017Ad_plus-S_022","Fall",0.9892,"LateFall",0.0098,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1434,"2017Ad_plus-S_023","Fall",0.9716,"Spring",0.0272,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1435,"2017Ad_plus-S_024","Fall",0.9643,"LateFall",0.0356,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1436,"2017Ad_plus-S_025","Winter",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1437,"2017Ad_plus-S_026","Fall",0.9714,"LateFall",0.0254,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1438,"2017Ad_plus-S_027","Fall",0.9979,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1439,"2017Ad_plus-S_028","Fall",0.9994,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1440,"2017Ad_plus-S_029","LateFall",0.7812,"Fall",0.2172,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1441,"2017Ad_plus-S_030","Fall",0.9951,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1442,"2017Ad_plus-S_033","Fall",0.9996,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1443,"2017Ad_plus-S_034","LateFall",0.9454,"Fall",0.0546,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1444,"2017Ad_plus-S_035","LateFall",0.9714,"Fall",0.0286,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1445,"2017Ad_plus-S_036","Fall",0.9893,"LateFall",0.0107,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1446,"2017Ad_plus-S_037","Fall",0.5935,"LateFall",0.4065,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1447,"2017Ad_plus-S_038","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1448,"2017Ad_plus-S_039","Fall",0.924,"LateFall",0.076,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1449,"2017Ad_plus-S_040","LateFall",0.8348,"Fall",0.1652,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1450,"2017Ad_plus-S_041","LateFall",0.5221,"Fall",0.4779,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1451,"2017Ad_plus-S_042","Fall",0.9939,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1452,"2017Ad_plus-S_043","Fall",0.9981,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1453,"2017Ad_plus-S_044","Fall",0.8691,"LateFall",0.1309,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1454,"2017Ad_plus-S_045","Fall",0.999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1455,"2017Ad_plus-S_046","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1456,"2017Ad_plus-S_047","Fall",0.9994,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1457,"2017Ad_plus-S_048","Fall",0.9992,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1458,"2017Ad_plus-S_049","Fall",0.9952,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1459,"2017Ad_plus-S_050","Fall",0.9995,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1460,"2017Ad_plus-S_051","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1461,"2017Ad_plus-S_052","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1462,"2017Ad_plus-S_053","Fall",0.9939,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1463,"2017Ad_plus-S_054","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1464,"2017Ad_plus-S_055","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1465,"2017Ad_plus-S_056","LateFall",0.5319,"Fall",0.4681,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1466,"2017Ad_plus-S_057","Fall",0.9994,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1467,"2017Ad_plus-S_058","Fall",0.9876,"LateFall",0.0124,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1468,"2017Ad_plus-S_059","Fall",0.9976,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1469,"2017Ad_plus-S_060","Fall",0.9997,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1470,"2017Ad_plus-S_061","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1471,"2017Ad_plus-S_062","Fall",0.7003,"LateFall",0.2997,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1472,"2017Ad_plus-S_063","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1473,"2017Ad_plus-S_064","Fall",0.9754,"LateFall",0.0246,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1474,"2017Ad_plus-S_065","Fall",0.9998,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1475,"2017Ad_plus-S_066","Fall",0.7957,"LateFall",0.2043,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1476,"2017Ad_plus-S_067","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1477,"2017Ad_plus-S_068","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1478,"2017Ad_plus-S_069","LateFall",0.624,"Fall",0.3759,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1479,"2017Ad_plus-S_070","Fall",0.5471,"Spring",0.4482,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1480,"2017Ad_plus-S_071","Fall",0.9883,"LateFall",0.0116,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1481,"2017Ad_plus-S_072","Fall",0.9752,"LateFall",0.0248,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1482,"2017Ad_plus-S_073","Fall",0.84,"LateFall",0.1585,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1483,"2017Ad_plus-S_074","Fall",0.9995,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1484,"2017Ad_plus-S_075","Fall",0.9994,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1485,"2017Ad_plus-S_076","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1486,"2017Ad_plus-S_077","Fall",0.9832,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1487,"2017Ad_plus-S_078","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1488,"2017Ad_plus-S_079","Fall",0.999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1489,"2017Ad_plus-S_080","LateFall",0.6019,"Fall",0.3981,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1490,"2017Ad_plus-S_081","Fall",0.9983,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1491,"2017Ad_plus-S_082","Fall",0.9989,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1492,"2017Ad_plus-S_083","LateFall",0.625,"Fall",0.3747,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1493,"2017Ad_plus-S_084","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1494,"2017Ad_plus-S_085","Fall",0.9967,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1495,"2017Ad_plus-S_086","Fall",0.9957,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1496,"2017Ad_plus-S_087","Fall",0.6167,"LateFall",0.3804,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1497,"2017Ad_plus-S_088","Fall",0.9994,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1498,"2017Ad_plus-S_089","Fall",0.9807,"LateFall",0.019,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1499,"2017Ad_plus-S_090","Fall",0.8127,"LateFall",0.1872,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1500,"2017Ad_plus-S_091","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1501,"2017Ad_plus-S_092","Fall",0.9995,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1502,"2017Ad_plus-S_093","Fall",0.9995,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1503,"2017Ad_plus-S_094","LateFall",0.6182,"Fall",0.3818,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1504,"2017Ad_plus-S_095","Fall",0.5143,"LateFall",0.4857,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1505,"2017Ad_plus-S_096","Fall",0.9616,"LateFall",0.0384,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1506,"2017Ad_plus-S_097","Fall",0.7753,"LateFall",0.2247,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
